Calcium_bc,Input,time [s]
0.78729,0.013333,179.71
0.86655,0.013333,180.06
0.82544,0.013333,180.4
0.86687,0.013333,180.75
0.86581,0.013333,181.09
0.79545,0.013333,181.43
0.79458,0.013333,181.78
0.71286,0.013333,182.12
0.70703,0.013333,182.47
0.64624,0.013333,182.81
0.565,0.013333,183.16
0.63094,0.013333,183.5
0.54013,0.013333,183.84
0.47406,0.013333,184.19
0.43917,0.013333,184.53
0.33901,0.013333,184.88
0.36956,0.013333,185.22
0.28623,0.013333,185.57
0.22793,0.013333,185.91
0.16639,0.013333,186.25
0.17376,0.013333,186.6
0.16169,0.013333,186.94
0.16918,0.013333,187.29
0.16578,0.013333,187.63
0.11068,0.013333,187.98
0.17101,0.013333,188.32
0.064858,0.013333,188.66
0.058098,0.013333,189.01
0.076154,0.013333,189.35
0.10535,0.013333,189.7
0.069592,0.013333,190.04
0.077505,0.013333,190.39
0.088486,0,190.73
0.084896,0,191.07
0.095424,0,191.42
0.075819,0,191.76
0.054058,0,192.11
0.076361,0,192.45
0.071803,0,192.8
0.071234,0,193.14
0.01866,0,193.48
0.038425,0,193.83
0.064288,0,194.17
0.066351,0,194.52
0.11368,0,194.86
0.11351,0,195.21
0.10052,0,195.55
0.060428,0,195.89
0.1104,0,196.24
0.1118,0,196.58
0.041938,0,196.93
0.061069,0,197.27
0.10171,0,197.62
0.10905,0,197.96
0.062225,0,198.3
0.045772,0,198.65
0.07721,0,198.99
0.14111,0,199.34
0.06213,0,199.68
0.072632,0,200.03
0.00060476,0,200.37
0.11107,0,200.71
0.098024,0,201.06
0.093697,0,201.4
0.11119,0,201.75
0.08049,0,202.09
0.12405,0,202.44
0.075357,0,202.78
0.065282,0,203.12
0.04508,0,203.47
0.077913,0,203.81
0.11294,0,204.16
0.079377,0,204.5
0.086239,0,204.85
0.075844,0,205.19
0.1342,0,205.53
0.13495,0,205.88
0.062695,0,206.22
0.21708,0,206.57
0.24637,0,206.91
0.28132,0,207.26
0.25056,0,207.6
0.25391,0,207.94
0.23345,0,208.29
0.25511,0,208.63
0.2179,0,208.98
0.18686,0,209.32
0.23178,0,209.67
0.27046,0,210.01
0.25473,0,210.35
0.21341,0,210.7
0.21697,0,211.04
0.21969,0,211.39
0.2233,0,211.73
0.23476,0,212.08
0.24393,0,212.42
0.24394,0,212.76
0.22917,0,213.11
0.21896,0,213.45
0.32378,0,213.8
0.28635,0,214.14
0.31803,0,214.49
0.26402,0,214.83
0.25372,0,215.17
0.31213,0,215.52
0.26785,0,215.86
0.23538,0,216.21
0.20909,0,216.55
0.23437,0,216.9
0.19897,0,217.24
0.24048,0,217.58
0.19555,0,217.93
0.32976,0,218.27
0.30259,0,218.62
0.25897,0,218.96
0.2596,0,219.31
0.28104,0,219.65
0.23251,0,219.99
0.2731,0,220.34
0.23492,0,220.68
0.22479,0,221.03
0.19907,0,221.37
0.18568,0,221.72
0.17055,0,222.06
0.21087,0,222.4
0.26813,0,222.75
0.15757,0,223.09
0.30407,0,223.44
0.26347,0,223.78
0.22094,0,224.12
0.18172,0,224.47
0.2299,0,224.81
0.19017,0,225.16
0.15232,0,225.5
0.18733,0,225.85
0.19306,0,226.19
0.17295,0,226.53
0.1592,0,226.88
0.24053,0,227.22
0.20756,0,227.57
0.1994,0,227.91
0.1156,0,228.26
0.17508,0,228.6
0.12827,0,228.94
0.10493,0,229.29
0.13662,0,229.63
0.16462,0,229.98
0.13758,0,230.32
0.20571,0,230.67
0.17116,0,231.01
0.22311,0,231.35
0.1601,0,231.7
0.1646,0,232.04
0.20444,0,232.39
0.1788,0,232.73
0.17107,0,233.08
0.26058,0,233.42
0.17363,0,233.76
0.20737,0,234.11
0.23767,0,234.45
0.27965,0,234.8
0.22026,0,235.14
0.18928,0,235.49
0.1847,0,235.83
0.17246,0,236.17
0.19442,0,236.52
0.24629,0,236.86
0.12586,0,237.21
0.21555,0,237.55
0.19825,0,237.9
0.13551,0,238.24
0.14058,0,238.58
0.11419,0,238.93
0.077184,0,239.27
0.17134,0,239.62
0.12176,0,239.96
0.10859,0,240.31
0.11651,0,240.65
0.27,0,240.99
0.29453,0,241.34
0.34479,0,241.68
0.24005,0,242.03
0.25856,0,242.37
0.30388,0,242.72
0.31729,0,243.06
0.24787,0,243.4
0.27113,0,243.75
0.25797,0,244.09
0.29982,0,244.44
0.31725,0,244.78
0.27178,0,245.13
0.29505,0,245.47
0.29207,0,245.81
0.30713,0,246.16
0.31549,0,246.5
0.28217,0,246.85
0.21176,0,247.19
0.28391,0,247.54
0.29801,0,247.88
0.30004,0,248.22
0.29188,0,248.57
0.34258,0,248.91
0.32331,0,249.26
0.2094,0,249.6
0.25663,0,249.95
0.24339,0,250.29
0.24464,0,250.63
0.23791,0,250.98
0.30476,0,251.32
0.26304,0,251.67
0.27965,0,252.01
0.30514,0,252.36
0.33595,0,252.7
0.26521,0,253.04
0.30585,0,253.39
0.28668,0,253.73
0.3373,0,254.08
0.36468,0,254.42
0.32002,0,254.77
0.30135,0,255.11
0.27909,0,255.45
0.32719,0,255.8
0.38992,0,256.14
0.25936,0,256.49
0.30752,0.012766,256.83
0.35368,0.012766,257.18
0.32926,0.012766,257.52
0.36168,0.012766,257.86
0.37134,0.012766,258.21
0.34178,0.012766,258.55
0.39424,0.012766,258.9
0.42756,0.012766,259.24
0.36875,0.012766,259.59
0.36762,0.012766,259.93
0.37834,0.012766,260.27
0.41821,0.012766,260.62
0.33063,0.012766,260.96
0.39264,0.012766,261.31
0.47458,0.012766,261.65
0.43353,0.012766,262
0.3915,0.012766,262.34
0.3489,0.012766,262.68
0.3475,0.012766,263.03
0.23195,0.012766,263.37
0.26882,0.012766,263.72
0.27657,0.012766,264.06
0.30886,0.012766,264.41
0.27824,0.012766,264.75
0.33039,0.012766,265.09
0.1946,0.012766,265.44
0.2487,0.012766,265.78
0.19563,0.012766,266.13
0.24642,0.012766,266.47
0.22979,0.012766,266.82
0.20412,0.012766,267.16
0.20709,0.012766,267.5
0.26264,0.012766,267.85
0.38718,0.012766,268.19
0.58416,0.012766,268.54
0.58357,0.012766,268.88
0.66818,0.012766,269.23
0.83937,0.012766,269.57
0.86646,0.012766,269.91
0.93472,0.012766,270.26
0.94497,0.012766,270.6
0.89978,0.012766,270.95
0.85967,0.012766,271.29
0.80971,0.012766,271.64
0.81353,0.012766,271.98
0.74956,0.012766,272.32
0.74661,0.012766,272.67
0.68499,0.012766,273.01
0.68057,0.012766,273.36
0.64952,0.012766,273.7
0.52996,0.012766,274.05
0.44057,0.012766,274.39
0.47655,0.012766,274.73
0.40351,0.012766,275.08
0.48672,0.012766,275.42
0.44432,0.012766,275.77
0.27311,0.012766,276.11
0.27465,0.012766,276.46
0.23813,0.012766,276.8
0.21443,0.012766,277.14
0.24987,0.012766,277.49
0.17706,0.012766,277.83
0.1785,0.012766,278.18
0.1551,0.012766,278.52
0.14674,0.012766,278.87
0.18048,0.012766,279.21
0.15801,0.012766,279.55
0.17371,0.012766,279.9
0.16101,0.012766,280.24
0.13307,0.012766,280.59
0.19533,0.012766,280.93
0.15325,0.012766,281.28
0.13275,0.012766,281.62
0.15546,0.012766,281.96
0.15649,0.012766,282.31
0.14832,0.012766,282.65
0.16623,0.012766,283
0.23953,0.012766,283.34
0.21725,0.012766,283.69
0.21318,0.012766,284.03
0.18255,0.012766,284.37
0.23361,0.012766,284.72
0.1793,0.012766,285.06
0.20445,0.012766,285.41
0.19771,0.012766,285.75
0.2325,0.012766,286.09
0.25512,0.012766,286.44
0.22859,0.012766,286.78
0.26227,0.012766,287.13
0.34066,0.012766,287.47
0.3235,0.012766,287.82
0.25905,0.012766,288.16
0.27889,0.012766,288.5
0.27944,0.012766,288.85
0.19757,0.012766,289.19
0.21895,0.012766,289.54
0.20824,0.012766,289.88
0.18532,0.012766,290.23
0.16996,0.012766,290.57
0.22467,0.012766,290.91
0.14606,0.012766,291.26
0.14874,0.012766,291.6
0.18053,0.012766,291.95
0.16393,0.012766,292.29
0.1342,0.012766,292.64
0.20032,0.012766,292.98
0.20576,0.012766,293.32
0.18589,0.012766,293.67
0.19009,0.012766,294.01
0.1683,0.012766,294.36
0.19151,0.012766,294.7
0.11609,0.012766,295.05
0.22383,0.012766,295.39
0.22284,0.012766,295.73
0.14399,0.012766,296.08
0.16995,0.012766,296.42
0.16484,0.012766,296.77
0.20479,0.012766,297.11
0.18483,0.012766,297.46
0.24024,0.012766,297.8
0.20255,0.012766,298.14
0.26674,0.012766,298.49
0.23572,0.012766,298.83
0.24963,0.012766,299.18
0.22774,0.012766,299.52
0.26104,0.012766,299.87
0.27343,0.012766,300.21
0.26181,0.012766,300.55
0.39925,0.012766,300.9
0.41461,0.012766,301.24
0.5379,0.012766,301.59
0.60471,0.012766,301.93
0.6376,0.012766,302.28
0.66941,0.012766,302.62
0.74653,0.012766,302.96
0.80388,0.012766,303.31
0.88388,0.012766,303.65
0.79214,0.012766,304
0.89893,0.012766,304.34
0.72823,0.012766,304.69
0.73747,0.012766,305.03
0.6495,0.012766,305.37
0.5715,0.012766,305.72
0.52719,0.012766,306.06
0.44095,0.012766,306.41
0.39572,0.012766,306.75
0.27803,0.012766,307.1
0.26429,0.012766,307.44
0.23874,0.012766,307.78
0.17649,0.012766,308.13
0.16087,0.012766,308.47
0.12798,0.012766,308.82
0.13363,0.012766,309.16
0.10251,0.012766,309.51
0.088421,0.012766,309.85
0.083127,0.012766,310.19
0.13645,0.012766,310.54
0.10647,0.012766,310.88
0.16555,0.012766,311.23
0.12662,0.012766,311.57
0.090245,0.012766,311.92
0.11177,0.012766,312.26
0.13266,0.012766,312.6
0.12629,0.012766,312.95
0.16897,0.012766,313.29
0.18329,0.012766,313.64
0.11701,0.012766,313.98
0.11064,0.012766,314.33
0.17756,0.012766,314.67
0.14202,0.012766,315.01
0.13853,0.012766,315.36
0.12674,0.012766,315.7
0.15649,0.012766,316.05
0.17353,0.012766,316.39
0.13956,0.012766,316.74
0.17302,0.012766,317.08
0.14716,0.012766,317.42
0.25215,0.012766,317.77
0.18372,0.012766,318.11
0.22214,0.012766,318.46
0.25281,0.012766,318.8
0.24269,0.012766,319.15
0.29044,0.012766,319.49
0.31952,0.012766,319.83
0.366,0.012766,320.18
0.46085,0.012766,320.52
0.52928,0.012766,320.87
0.60959,0.012766,321.21
0.63982,0.012766,321.56
0.71142,0.012766,321.9
0.5978,0.012766,322.24
0.71118,0.012766,322.59
0.80563,0.012766,322.93
0.76182,0.012766,323.28
0.81945,0.012766,323.62
0.81597,0.012766,323.97
0.72812,0.012766,324.31
0.66408,0.012766,324.65
0.62294,0.012766,325
0.6007,0.012766,325.34
0.57301,0.012766,325.69
0.46081,0.012766,326.03
0.44031,0.012766,326.38
0.40097,0.012766,326.72
0.28638,0.012766,327.06
0.25698,0.012766,327.41
0.25495,0.012766,327.75
0.16779,0.012766,328.1
0.10495,0.012766,328.44
0.18749,0.012766,328.79
0.14454,0.012766,329.13
0.082236,0.012766,329.47
0.11032,0.012766,329.82
0.080292,0.012766,330.16
0.089807,0.012766,330.51
0.11317,0.012766,330.85
0.057402,0.012766,331.2
0.053978,0.012766,331.54
0.062493,0.012766,331.88
0.10772,0.012766,332.23
0.067365,0.012766,332.57
0.14151,0.012766,332.92
0.12295,0.012766,333.26
0.062292,0.012766,333.61
0.09428,0.012766,333.95
0.1106,0.012766,334.29
0.10609,0.012766,334.64
0.074674,0.012766,334.98
0.12942,0.012766,335.33
0.10966,0.012766,335.67
0.15977,0.012766,336.02
0.062489,0.012766,336.36
0.17869,0.012766,336.7
0.095728,0.012766,337.05
0.042671,0.012766,337.39
0.096662,0.012766,337.74
0.12962,0,338.08
0.1192,0,338.43
0.055924,0,338.77
0.072519,0,339.11
0.13184,0,339.46
0.10544,0,339.8
0.060539,0,340.15
0.11183,0,340.49
0.094143,0,340.84
0.097542,0,341.18
0.15541,0,341.52
0.079008,0,341.87
0.14861,0,342.21
0.094331,0,342.56
0.16227,0,342.9
0.13538,0,343.25
0.14037,0,343.59
0.15116,0.0060302,343.93
0.21657,0.0060302,344.28
0.20392,0.0060302,344.62
0.20018,0.0060302,344.97
0.23895,0.0060302,345.31
0.21853,0.0060302,345.66
0.24667,0.0060302,346
0.21392,0.0060302,346.34
0.27623,0.0060302,346.69
0.2716,0.0060302,347.03
0.23901,0.0060302,347.38
0.22601,0.0060302,347.72
0.28035,0.0060302,348.07
0.40147,0.0060302,348.41
0.27873,0.0060302,348.75
0.24862,0.0060302,349.1
0.30704,0.0060302,349.44
0.32335,0.0060302,349.79
0.34135,0.0060302,350.13
0.35875,0.0060302,350.47
0.31807,0.0060302,350.82
0.32064,0.0060302,351.16
0.2794,0.0060302,351.51
0.30696,0.0060302,351.85
0.22326,0.0060302,352.2
0.24994,0.0060302,352.54
0.25114,0.0060302,352.88
0.25268,0.0060302,353.23
0.24041,0.0060302,353.57
0.25773,0.0060302,353.92
0.23174,0.0060302,354.26
0.28671,0.0060302,354.61
0.24492,0.0060302,354.95
0.19053,0.0060302,355.29
0.23276,0.0060302,355.64
0.26237,0.0060302,355.98
0.3308,0.0060302,356.33
0.27618,0.0060302,356.67
0.21963,0.0060302,357.02
0.28747,0.0060302,357.36
0.24618,0.0060302,357.7
0.25547,0.0060302,358.05
0.30731,0.0060302,358.39
0.26194,0.0060302,358.74
0.2883,0.0060302,359.08
0.35727,0.0060302,359.43
0.24218,0.0060302,359.77
0.27306,0.0060302,360.11
0.31305,0.0060302,360.46
0.24452,0.0060302,360.8
0.2743,0.0060302,361.15
0.28793,0.0060302,361.49
0.31562,0.0060302,361.84
0.38845,0.0060302,362.18
0.2534,0.0060302,362.52
0.31341,0.0060302,362.87
0.38816,0.0060302,363.21
0.27224,0.0060302,363.56
0.31184,0.0060302,363.9
0.39883,0.0060302,364.25
0.46623,0.0060302,364.59
0.47142,0.0060302,364.93
0.45725,0.0060302,365.28
0.62343,0.0060302,365.62
0.53527,0.0060302,365.97
0.58761,0.0060302,366.31
0.45156,0.0060302,366.66
