Calcium_bc,Input,time [s]
0.19866,0.0085763,2594.9
0.2604,0.0085763,2595.2
0.31036,0.0085763,2595.6
0.37588,0.0085763,2595.9
0.48083,0.0085763,2596.3
0.55423,0.0085763,2596.6
0.64495,0.0085763,2597
0.67583,0.0085763,2597.3
0.71976,0.0085763,2597.7
0.69775,0.0085763,2598
0.73342,0.0085763,2598.3
0.70214,0.0085763,2598.7
0.70678,0.0085763,2599
0.65622,0.0085763,2599.4
0.62639,0.0085763,2599.7
0.54021,0.0085763,2600.1
0.51315,0.0085763,2600.4
0.41143,0.0085763,2600.8
0.35886,0.0085763,2601.1
0.33332,0.0085763,2601.4
0.27708,0.0085763,2601.8
0.24266,0.0085763,2602.1
0.20816,0.0085763,2602.5
0.19129,0.0085763,2602.8
0.18239,0.0085763,2603.2
0.15067,0.0085763,2603.5
0.13521,0.0085763,2603.9
0.1357,0.0085763,2604.2
0.11487,0.0085763,2604.5
0.12506,0.0085763,2604.9
0.10435,0.0085763,2605.2
0.085217,0.0085763,2605.6
0.080508,0.0085763,2605.9
0.066215,0.0085763,2606.3
0.080736,0.0085763,2606.6
0.076977,0.0085763,2607
0.088547,0.0085763,2607.3
0.07313,0.0085763,2607.6
0.067651,0.0085763,2608
0.064936,0.0085763,2608.3
0.06659,0.0085763,2608.7
0.071398,0.0085763,2609
0.061513,0.0085763,2609.4
0.065506,0.0085763,2609.7
0.060685,0.0085763,2610.1
0.065623,0.0085763,2610.4
0.063571,0.0085763,2610.7
0.071239,0.0085763,2611.1
0.082094,0.0085763,2611.4
0.10947,0.0085763,2611.8
0.13398,0.0085763,2612.1
0.17537,0.0085763,2612.5
0.21585,0.0085763,2612.8
0.29353,0.0085763,2613.2
0.39476,0.0085763,2613.5
0.46504,0.0085763,2613.8
0.5447,0.0085763,2614.2
0.56743,0.0085763,2614.5
0.6165,0.0085763,2614.9
0.65649,0.0085763,2615.2
0.64723,0.0085763,2615.6
0.68662,0.0085763,2615.9
0.67309,0.0085763,2616.3
0.6726,0.0085763,2616.6
0.62364,0.0085763,2617
0.61063,0.0085763,2617.3
0.57618,0.0085763,2617.6
0.56242,0.0085763,2618
0.51427,0.0085763,2618.3
0.47244,0.0085763,2618.7
0.45672,0.0085763,2619
0.41461,0.0085763,2619.4
0.32632,0.0085763,2619.7
0.2593,0.0085763,2620.1
0.23348,0.0085763,2620.4
0.19199,0.0085763,2620.7
0.18285,0.0085763,2621.1
0.15883,0.0085763,2621.4
0.12205,0.0085763,2621.8
0.12759,0.0085763,2622.1
0.090603,0.0085763,2622.5
0.08258,0.0085763,2622.8
0.090682,0.0085763,2623.2
0.06085,0.0085763,2623.5
0.073999,0.0085763,2623.8
0.07141,0.0085763,2624.2
0.055206,0.0085763,2624.5
0.053972,0.0085763,2624.9
0.04856,0.0085763,2625.2
0.051716,0.0085763,2625.6
0.051273,0.0085763,2625.9
0.04344,0.0085763,2626.3
0.052799,0.0085763,2626.6
0.048392,0.0085763,2626.9
0.057019,0.0085763,2627.3
0.043039,0.0085763,2627.6
0.042272,0.0085763,2628
0.048652,0.0085763,2628.3
0.070493,0.0085763,2628.7
0.044033,0.0085763,2629
0.056509,0.0085763,2629.4
0.049127,0.0085763,2629.7
0.059963,0.0085763,2630
0.061006,0.0085763,2630.4
0.049066,0.0085763,2630.7
0.071601,0.0085763,2631.1
0.064575,0.0085763,2631.4
0.064005,0.0085763,2631.8
0.074839,0.0085763,2632.1
0.06202,0.0085763,2632.5
0.065252,0.0085763,2632.8
0.063918,0.0085763,2633.1
0.066767,0.0085763,2633.5
0.065539,0.0085763,2633.8
0.069692,0.0085763,2634.2
0.058528,0.0085763,2634.5
0.058019,0.0085763,2634.9
0.068535,0.0085763,2635.2
0.087898,0.0085763,2635.6
0.073026,0.0085763,2635.9
0.079455,0.0085763,2636.2
0.079751,0.0085763,2636.6
0.058337,0.0085763,2636.9
0.07177,0.0085763,2637.3
0.070548,0.0085763,2637.6
0.064476,0.0085763,2638
0.07574,0.0085763,2638.3
0.080161,0.0085763,2638.7
0.088063,0.0085763,2639
0.07095,0.0085763,2639.3
0.086427,0.0085763,2639.7
0.095936,0.0085763,2640
0.095624,0.0085763,2640.4
0.084883,0.0085763,2640.7
0.10172,0.0085763,2641.1
0.092632,0.0085763,2641.4
0.072586,0.0085763,2641.8
0.08466,0.0085763,2642.1
0.087096,0.0085763,2642.5
0.079758,0.0085763,2642.8
0.07615,0.0085763,2643.1
0.088194,0.0085763,2643.5
0.094159,0.0085763,2643.8
0.093631,0.0085763,2644.2
0.07967,0.0085763,2644.5
0.10056,0.0085763,2644.9
0.097614,0.0085763,2645.2
0.074184,0.0085763,2645.6
0.075608,0.0085763,2645.9
0.083525,0.0085763,2646.2
0.09876,0.0085763,2646.6
0.083002,0.0085763,2646.9
0.088539,0.0085763,2647.3
0.078951,0.0085763,2647.6
0.086015,0.0085763,2648
0.075653,0.0085763,2648.3
0.099716,0.0085763,2648.7
0.10273,0.0085763,2649
0.10998,0.0085763,2649.3
0.098442,0.0085763,2649.7
0.10562,0.0085763,2650
0.10433,0.0085763,2650.4
0.11127,0.0085763,2650.7
0.093097,0.0085763,2651.1
0.10226,0.0085763,2651.4
0.083768,0.0085763,2651.8
0.098423,0.0085763,2652.1
0.098956,0.0085763,2652.4
0.098688,0.0085763,2652.8
0.095139,0.0085763,2653.1
0.10455,0.0085763,2653.5
0.10372,0.0085763,2653.8
0.1042,0.0085763,2654.2
0.10146,0.0085763,2654.5
0.11878,0.0085763,2654.9
0.10294,0.0085763,2655.2
0.10258,0.0085763,2655.5
0.099356,0.0085763,2655.9
0.1079,0.0085763,2656.2
0.11336,0.0085763,2656.6
0.10121,0.0085763,2656.9
0.10503,0.0085763,2657.3
0.12753,0.0085763,2657.6
0.11197,0.0085763,2658
0.1238,0.0085763,2658.3
0.11625,0.0085763,2658.6
0.11169,0.0085763,2659
0.1176,0.0085763,2659.3
0.10518,0.0085763,2659.7
0.13617,0.0085763,2660
0.12826,0.0085763,2660.4
0.12344,0.0085763,2660.7
0.14636,0.0085763,2661.1
0.12009,0.0085763,2661.4
0.12477,0.0085763,2661.7
0.1135,0.0085763,2662.1
0.097965,0.0085763,2662.4
0.13045,0.0085763,2662.8
0.12626,0.0085763,2663.1
0.1178,0.0085763,2663.5
0.10005,0.0085763,2663.8
0.12219,0.0085763,2664.2
0.11725,0.0085763,2664.5
0.11775,0.0085763,2664.9
0.12055,0.0085763,2665.2
0.14568,0.0085763,2665.5
0.12104,0.0085763,2665.9
0.11833,0.0085763,2666.2
0.14361,0.0085763,2666.6
0.14862,0.0085763,2666.9
0.15096,0.0085763,2667.3
0.14709,0.0085763,2667.6
0.14602,0.0085763,2668
0.17378,0.0085763,2668.3
0.16377,0.0085763,2668.6
0.17165,0.0085763,2669
0.2011,0.0085763,2669.3
0.19596,0.0085763,2669.7
0.22361,0.0085763,2670
0.22594,0.0085763,2670.4
0.22076,0.0085763,2670.7
0.21232,0.0085763,2671.1
0.192,0.0085763,2671.4
0.18843,0.0085763,2671.7
0.1567,0.0085763,2672.1
0.17297,0.0085763,2672.4
0.16014,0.0085763,2672.8
0.15738,0.0085763,2673.1
0.16705,0.0085763,2673.5
0.17087,0.0085763,2673.8
0.21219,0.0085763,2674.2
0.26485,0.0085763,2674.5
0.2907,0.0085763,2674.8
0.34686,0.0085763,2675.2
0.37118,0.0085763,2675.5
0.4093,0.0085763,2675.9
0.41372,0.0085763,2676.2
0.42434,0.0085763,2676.6
0.48389,0.0085763,2676.9
0.45494,0.0085763,2677.3
0.42335,0.0085763,2677.6
0.37017,0.0085763,2677.9
0.35675,0.0085763,2678.3
0.36723,0.0085763,2678.6
0.378,0.0085763,2679
0.45239,0.0085763,2679.3
0.58237,0.0085763,2679.7
0.76452,0.0085763,2680
0.92275,0.0085763,2680.4
0.90672,0.0085763,2680.7
0.89414,0.0085763,2681
0.94303,0.0085763,2681.4
0.89435,0.0085763,2681.7
0.88882,0.0085763,2682.1
0.83262,0.0085763,2682.4
0.82496,0.0085763,2682.8
0.76389,0.0085763,2683.1
0.71971,0.0085763,2683.5
0.72908,0.0085763,2683.8
0.69529,0.0085763,2684.1
0.65696,0.0085763,2684.5
0.6133,0.0085763,2684.8
0.55984,0.0085763,2685.2
0.50625,0.0085763,2685.5
0.42549,0.0085763,2685.9
0.36916,0.0085763,2686.2
0.32294,0.0085763,2686.6
0.30523,0.0085763,2686.9
0.25561,0.0085763,2687.3
0.21848,0.0085763,2687.6
0.20284,0.0085763,2687.9
0.18399,0.0085763,2688.3
0.13083,0.0085763,2688.6
0.14517,0.0085763,2689
0.14243,0.0085763,2689.3
0.11853,0.0085763,2689.7
0.094892,0.0085763,2690
0.09824,0.0085763,2690.4
0.079201,0.0085763,2690.7
0.086307,0.0085763,2691
0.070189,0.0085763,2691.4
0.060565,0.0085763,2691.7
0.072299,0.0085763,2692.1
0.059233,0.0085763,2692.4
0.062021,0.0085763,2692.8
0.076631,0.0085763,2693.1
0.062108,0.0085763,2693.5
0.06401,0.0085763,2693.8
0.057249,0.0085763,2694.1
0.058362,0.0085763,2694.5
0.068519,0.0085763,2694.8
0.077735,0.0085763,2695.2
0.081316,0.0085763,2695.5
0.073696,0.0085763,2695.9
0.072084,0.0085763,2696.2
0.085592,0.0085763,2696.6
0.074279,0.0085763,2696.9
0.065741,0.0085763,2697.2
0.066815,0.0085763,2697.6
0.077237,0.0085763,2697.9
0.083588,0.0085763,2698.3
0.074242,0.0085763,2698.6
0.080791,0.0085763,2699
0.10994,0.0085763,2699.3
0.11655,0.0085763,2699.7
0.13909,0.0085763,2700
0.13852,0.0085763,2700.3
0.17666,0.0085763,2700.7
0.18199,0.0085763,2701
0.18945,0.0085763,2701.4
0.20846,0.0085763,2701.7
0.20228,0.0085763,2702.1
0.16229,0.0085763,2702.4
0.15746,0.0085763,2702.8
0.12517,0.0085763,2703.1
0.1171,0.0085763,2703.4
0.098325,0.0085763,2703.8
0.10039,0.0085763,2704.1
0.1012,0.0085763,2704.5
0.098269,0.0085763,2704.8
0.092939,0.0085763,2705.2
0.088962,0.0085763,2705.5
0.10785,0.0085763,2705.9
0.087351,0.0085763,2706.2
0.075949,0.0085763,2706.5
0.081744,0.0085763,2706.9
0.08744,0.0085763,2707.2
0.079299,0.0085763,2707.6
0.080947,0.0085763,2707.9
0.091067,0.0085763,2708.3
0.088336,0.0085763,2708.6
0.080595,0.0085763,2709
0.088632,0.0085763,2709.3
0.072122,0.0085763,2709.6
0.089165,0.0085763,2710
0.089647,0.0085763,2710.3
0.087066,0.0085763,2710.7
0.09009,0.0085763,2711
0.091891,0.0085763,2711.4
0.08255,0.0085763,2711.7
0.099994,0.0085763,2712.1
0.1005,0.0085763,2712.4
0.077431,0.0085763,2712.8
0.10282,0.0085763,2713.1
0.10578,0.0085763,2713.4
0.069164,0.0085763,2713.8
0.093979,0.0085763,2714.1
0.077931,0.0085763,2714.5
0.085308,0.0085763,2714.8
0.078995,0.0085763,2715.2
0.096507,0.0085763,2715.5
0.10009,0.0085763,2715.9
0.088398,0.0085763,2716.2
0.086224,0.0085763,2716.5
0.091763,0.0085763,2716.9
0.083174,0.0085763,2717.2
0.099532,0.0085763,2717.6
0.094859,0.0085763,2717.9
0.096783,0.0085763,2718.3
0.095893,0.0085763,2718.6
0.10137,0.0085763,2719
0.11804,0.0085763,2719.3
0.10511,0.0085763,2719.6
0.10171,0.0085763,2720
0.11997,0.0085763,2720.3
0.10115,0.0085763,2720.7
0.093128,0.0085763,2721
0.11996,0.0085763,2721.4
0.11762,0.0085763,2721.7
0.12324,0.0085763,2722.1
0.11256,0.0085763,2722.4
0.10505,0.0085763,2722.7
0.11764,0.0085763,2723.1
0.11776,0.0085763,2723.4
0.11313,0.0085763,2723.8
0.095444,0.0085763,2724.1
0.11793,0.0085763,2724.5
0.11641,0.0085763,2724.8
0.13671,0.0085763,2725.2
0.11827,0.0085763,2725.5
0.13991,0.0085763,2725.8
0.1242,0.0085763,2726.2
0.10941,0.0085763,2726.5
0.12128,0.0085763,2726.9
0.12414,0.0085763,2727.2
0.12004,0.0085763,2727.6
0.12358,0.0085763,2727.9
0.1216,0.0085763,2728.3
0.1249,0.0085763,2728.6
0.15065,0.0085763,2728.9
0.1488,0.0085763,2729.3
0.12725,0.0085763,2729.6
0.1391,0.0085763,2730
0.13035,0.0085763,2730.3
0.14111,0.0085763,2730.7
0.12996,0.0085763,2731
0.13716,0.0085763,2731.4
0.11781,0.0085763,2731.7
0.12971,0.0085763,2732
0.1411,0.0085763,2732.4
0.11649,0.0085763,2732.7
0.13111,0.0085763,2733.1
0.13336,0.0085763,2733.4
0.14505,0.0085763,2733.8
0.14227,0.0085763,2734.1
0.14228,0.0085763,2734.5
0.15479,0.0085763,2734.8
0.1558,0.0085763,2735.2
0.13321,0.0085763,2735.5
0.12513,0.0085763,2735.8
0.13588,0.0085763,2736.2
0.13969,0.0085763,2736.5
0.15615,0.0085763,2736.9
0.18162,0.0085763,2737.2
0.19396,0.0085763,2737.6
0.17608,0.0085763,2737.9
0.18945,0.0085763,2738.3
0.18513,0.0085763,2738.6
0.17069,0.0085763,2738.9
0.16832,0.0085763,2739.3
0.16863,0.0085763,2739.6
0.18258,0.0085763,2740
0.21398,0.0085763,2740.3
0.24915,0.0085763,2740.7
0.24517,0.0085763,2741
0.29352,0.0085763,2741.4
0.30434,0.0085763,2741.7
0.3358,0.0085763,2742
0.37291,0.0085763,2742.4
0.34791,0.0085763,2742.7
0.32545,0.0085763,2743.1
0.31441,0.0085763,2743.4
0.27229,0.0085763,2743.8
0.25836,0.0085763,2744.1
0.26241,0.0085763,2744.5
0.23833,0.0085763,2744.8
0.25709,0.0085763,2745.1
0.42719,0.0085763,2745.5
0.53212,0.0085763,2745.8
0.67816,0.0085763,2746.2
0.76874,0.0085763,2746.5
0.86171,0.0085763,2746.9
0.86759,0.0085763,2747.2
0.85995,0.0085763,2747.6
0.80298,0.0085763,2747.9
0.81642,0.0085763,2748.2
0.776,0.0085763,2748.6
0.71014,0.0085763,2748.9
0.69324,0.0085763,2749.3
0.6861,0.0085763,2749.6
0.67879,0.0085763,2750
0.63244,0.0085763,2750.3
0.5948,0.0085763,2750.7
0.55331,0.0085763,2751
0.51374,0.0085763,2751.3
0.43253,0.0085763,2751.7
0.41624,0.0085763,2752
0.35819,0.0085763,2752.4
0.30002,0.0085763,2752.7
0.26707,0.0085763,2753.1
0.24975,0.0085763,2753.4
0.21544,0.0085763,2753.8
0.19468,0.0085763,2754.1
0.1721,0.0085763,2754.4
0.16398,0.0085763,2754.8
0.12427,0.0085763,2755.1
0.11434,0.0085763,2755.5
0.10318,0.0085763,2755.8
0.098707,0.0085763,2756.2
0.10254,0.0085763,2756.5
0.074622,0.0085763,2756.9
0.068744,0.0085763,2757.2
0.06401,0.0085763,2757.6
0.076854,0.0085763,2757.9
0.078593,0.0085763,2758.2
0.092539,0.0085763,2758.6
0.065274,0.0085763,2758.9
0.08176,0.0085763,2759.3
0.10035,0.0085763,2759.6
0.07761,0.0085763,2760
0.079822,0.0085763,2760.3
0.071017,0.0085763,2760.7
0.082614,0.0085763,2761
0.081156,0.0085763,2761.3
0.062391,0.0085763,2761.7
0.080894,0.0085763,2762
0.073559,0.0085763,2762.4
0.07848,0.0085763,2762.7
0.082617,0.0085763,2763.1
0.091802,0.0085763,2763.4
0.094333,0.0085763,2763.8
0.087311,0.0085763,2764.1
0.07319,0.0085763,2764.4
0.082885,0.0085763,2764.8
0.071761,0.0085763,2765.1
0.081664,0.0085763,2765.5
0.083345,0.0085763,2765.8
0.080501,0.0085763,2766.2
0.079172,0.0085763,2766.5
0.087209,0.0085763,2766.9
0.092671,0.0085763,2767.2
0.109,0.0085763,2767.5
0.091807,0.0085763,2767.9
0.11258,0.0085763,2768.2
0.11509,0.0085763,2768.6
0.11809,0.0085763,2768.9
0.14469,0.0085763,2769.3
0.16125,0.0085763,2769.6
0.17205,0.0085763,2770
0.18943,0.0085763,2770.3
0.17941,0.0085763,2770.6
0.15857,0.0085763,2771
0.11739,0.0085763,2771.3
0.12138,0.0085763,2771.7
0.1136,0.0085763,2772
0.096983,0.0085763,2772.4
0.086332,0.0085763,2772.7
0.10811,0.0085763,2773.1
0.10007,0.0085763,2773.4
0.086765,0.0085763,2773.7
0.096754,0.0085763,2774.1
0.079315,0.0085763,2774.4
0.11239,0.0085763,2774.8
0.10333,0.0085763,2775.1
0.10043,0.0085763,2775.5
0.099363,0.0085763,2775.8
0.093993,0.0085763,2776.2
0.09456,0.0085763,2776.5
0.090325,0.0085763,2776.8
0.10443,0.0085763,2777.2
0.089971,0.0085763,2777.5
0.096288,0.0085763,2777.9
0.090007,0.0085763,2778.2
0.093094,0.0085763,2778.6
0.098204,0.0085763,2778.9
0.10919,0.0085763,2779.3
0.07896,0.0085763,2779.6
0.11107,0.0085763,2779.9
0.18072,0.0085763,2780.3
0.27876,0.0085763,2780.6
0.33408,0.0085763,2781
0.41034,0.0085763,2781.3
0.45121,0.0085763,2781.7
0.47046,0.0085763,2782
0.49555,0.0085763,2782.4
0.54145,0.0085763,2782.7
0.55349,0.0085763,2783.1
0.55553,0.0085763,2783.4
0.5603,0.0085763,2783.7
0.55711,0.0085763,2784.1
0.56126,0.0085763,2784.4
0.56844,0.0085763,2784.8
0.56387,0.0085763,2785.1
0.53454,0.0085763,2785.5
0.53626,0.0085763,2785.8
0.52528,0.0085763,2786.2
0.50404,0.0085763,2786.5
0.43337,0.0085763,2786.8
0.40882,0.0085763,2787.2
0.35141,0.0085763,2787.5
0.30154,0.0085763,2787.9
0.26512,0.0085763,2788.2
0.23722,0.0085763,2788.6
0.19364,0.0085763,2788.9
0.16846,0.0085763,2789.3
0.15534,0.0085763,2789.6
0.12143,0.0085763,2789.9
0.090903,0.0085763,2790.3
0.080555,0.0085763,2790.6
0.077835,0.0085763,2791
0.05895,0.0085763,2791.3
0.072992,0.0085763,2791.7
0.041635,0,2792
0.047876,0,2792.4
0.03918,0,2792.7
0.03202,0,2793
0.030134,0,2793.4
0.034542,0,2793.7
0.04425,0,2794.1
0.026264,0,2794.4
0.031702,0,2794.8
0.038899,0,2795.1
0.03273,0,2795.5
0.031511,0,2795.8
0.03421,0,2796.1
0.03697,0,2796.5
0.03517,0,2796.8
0.047041,0,2797.2
0.034096,0,2797.5
0.040211,0,2797.9
0.031064,0,2798.2
0.044508,0,2798.6
0.045326,0,2798.9
0.033805,0,2799.2
0.047824,0,2799.6
0.02435,0,2799.9
0.042931,0,2800.3
0.046824,0,2800.6
0.035573,0,2801
0.046274,0,2801.3
0.035026,0,2801.7
0.038128,0,2802
0.045506,0,2802.3
0.045916,0,2802.7
0.055832,0,2803
0.039003,0,2803.4
0.045611,0,2803.7
0.049679,0,2804.1
0.059237,0,2804.4
0.052968,0,2804.8
0.06534,0,2805.1
0.047617,0,2805.5
0.069857,0,2805.8
0.064905,0,2806.1
0.069875,0,2806.5
0.048285,0,2806.8
0.056335,0,2807.2
0.072909,0,2807.5
0.0603,0,2807.9
0.067677,0,2808.2
0.068627,0,2808.6
0.067253,0,2808.9
0.070663,0,2809.2
0.0616,0,2809.6
0.058052,0,2809.9
0.068814,0,2810.3
0.069129,0,2810.6
0.077805,0,2811
0.07834,0,2811.3
0.073087,0,2811.7
0.06825,0,2812
0.067239,0,2812.3
0.074516,0,2812.7
0.069661,0,2813
0.084231,0,2813.4
0.10094,0,2813.7
0.072733,0,2814.1
0.088583,0,2814.4
0.087201,0,2814.8
0.068664,0,2815.1
0.071337,0,2815.4
0.079374,0,2815.8
0.071598,0,2816.1
0.073863,0,2816.5
0.073383,0,2816.8
0.074225,0,2817.2
0.075069,0,2817.5
0.07964,0,2817.9
0.081492,0,2818.2
0.094576,0,2818.5
0.066608,0,2818.9
0.072724,0,2819.2
0.083518,0,2819.6
0.083371,0,2819.9
0.087336,0,2820.3
0.089524,0,2820.6
0.093837,0,2821
0.082352,0,2821.3
0.084284,0,2821.6
0.090413,0,2822
0.075681,0,2822.3
0.096379,0,2822.7
0.077786,0,2823
0.088284,0,2823.4
0.08795,0,2823.7
0.094234,0,2824.1
0.10051,0,2824.4
0.10074,0,2824.7
0.10422,0,2825.1
0.095744,0,2825.4
0.087263,0,2825.8
0.090139,0,2826.1
0.1071,0,2826.5
0.095443,0,2826.8
0.096702,0,2827.2
0.12518,0,2827.5
0.10276,0,2827.9
0.097968,0,2828.2
0.097047,0,2828.5
0.1186,0,2828.9
0.10759,0,2829.2
0.11377,0,2829.6
0.095541,0,2829.9
0.11849,0,2830.3
0.1156,0,2830.6
0.10087,0,2831
0.11013,0,2831.3
0.11143,0,2831.6
0.12149,0,2832
0.11242,0,2832.3
0.11499,0,2832.7
0.098258,0,2833
0.10201,0,2833.4
0.090019,0,2833.7
0.11644,0,2834.1
0.11005,0,2834.4
0.10462,0,2834.7
0.11705,0,2835.1
0.12184,0,2835.4
0.098123,0,2835.8
0.096937,0,2836.1
0.10284,0,2836.5
0.10525,0,2836.8
0.11693,0,2837.2
0.11702,0,2837.5
0.11508,0,2837.8
0.10288,0,2838.2
0.11488,0,2838.5
0.10243,0,2838.9
0.1209,0,2839.2
0.11953,0,2839.6
0.12827,0,2839.9
0.12085,0,2840.3
0.1164,0,2840.6
0.10968,0,2840.9
0.12598,0,2841.3
0.1316,0,2841.6
0.1378,0,2842
0.11844,0,2842.3
0.12341,0,2842.7
0.1035,0,2843
0.12234,0,2843.4
0.10911,0,2843.7
0.13349,0,2844
0.12916,0,2844.4
0.12125,0,2844.7
0.10991,0,2845.1
0.14039,0,2845.4
0.11934,0,2845.8
0.12764,0,2846.1
0.12943,0,2846.5
0.1246,0,2846.8
0.10099,0,2847.1
0.13663,0,2847.5
0.13208,0,2847.8
0.12236,0,2848.2
0.12555,0,2848.5
0.1291,0,2848.9
0.14072,0,2849.2
0.13387,0,2849.6
0.13768,0,2849.9
0.15918,0,2850.2
0.12525,0,2850.6
0.15323,0,2850.9
0.1444,0,2851.3
0.13872,0,2851.6
0.12681,0,2852
0.15023,0,2852.3
0.11598,0,2852.7
0.14683,0,2853
0.13352,0,2853.4
0.13151,0,2853.7
0.13685,0,2854
0.14025,0,2854.4
0.12737,0,2854.7
0.12474,0,2855.1
0.14343,0,2855.4
0.12879,0,2855.8
0.13952,0,2856.1
0.13767,0,2856.5
0.13174,0,2856.8
0.11865,0,2857.1
0.13518,0,2857.5
0.12895,0,2857.8
0.13832,0,2858.2
0.13994,0,2858.5
0.14481,0,2858.9
0.16366,0,2859.2
0.12735,0,2859.6
0.13477,0,2859.9
0.14769,0,2860.2
0.14744,0,2860.6
0.14337,0,2860.9
0.13192,0,2861.3
0.15728,0,2861.6
0.14323,0,2862
0.13574,0,2862.3
0.13481,0,2862.7
0.14058,0,2863
0.13535,0,2863.3
0.14948,0,2863.7
0.14646,0,2864
0.14818,0,2864.4
0.15368,0,2864.7
0.15349,0,2865.1
0.17509,0,2865.4
0.14696,0,2865.8
0.1489,0,2866.1
0.14081,0,2866.4
0.13382,0,2866.8
0.15652,0,2867.1
0.14645,0,2867.5
0.15506,0,2867.8
0.14343,0,2868.2
0.14146,0,2868.5
0.14454,0,2868.9
0.14543,0,2869.2
0.14693,0,2869.5
0.14109,0,2869.9
0.13516,0,2870.2
0.13928,0,2870.6
0.13671,0,2870.9
0.14598,0,2871.3
0.14479,0,2871.6
0.13344,0,2872
0.11609,0,2872.3
0.13356,0,2872.6
0.13384,0,2873
0.13497,0,2873.3
0.1438,0,2873.7
0.15406,0,2874
0.13298,0,2874.4
0.13065,0,2874.7
0.1553,0,2875.1
0.1487,0,2875.4
0.13507,0,2875.8
0.13805,0,2876.1
0.15044,0,2876.4
0.13501,0,2876.8
0.15959,0,2877.1
0.13051,0,2877.5
0.1384,0,2877.8
0.12512,0,2878.2
0.15118,0,2878.5
0.13394,0,2878.9
0.15017,0,2879.2
0.14681,0,2879.5
0.15719,0,2879.9
0.15112,0,2880.2
0.15945,0,2880.6
0.14386,0,2880.9
0.14619,0,2881.3
0.13764,0,2881.6
0.1421,0,2882
0.14016,0,2882.3
0.15113,0,2882.6
0.11055,0,2883
0.11327,0,2883.3
0.1009,0,2883.7
0.11982,0,2884
0.12496,0,2884.4
0.1346,0,2884.7
0.12665,0,2885.1
0.10968,0,2885.4
0.11368,0,2885.7
0.11607,0,2886.1
0.10021,0,2886.4
0.10001,0,2886.8
0.096605,0,2887.1
0.11756,0,2887.5
0.11156,0,2887.8
0.10404,0,2888.2
0.10512,0,2888.5
0.12103,0,2888.8
0.11181,0,2889.2
0.11777,0,2889.5
0.090995,0,2889.9
0.13289,0,2890.2
0.10851,0,2890.6
0.10786,0,2890.9
0.13013,0,2891.3
0.11726,0,2891.6
0.14585,0,2891.9
0.14146,0,2892.3
0.11901,0,2892.6
0.12327,0,2893
0.12043,0,2893.3
0.1074,0,2893.7
0.11171,0,2894
0.12982,0,2894.4
0.10915,0,2894.7
0.12417,0,2895
0.13905,0,2895.4
0.14208,0,2895.7
0.13746,0,2896.1
0.14225,0,2896.4
0.12738,0,2896.8
0.12646,0,2897.1
0.13481,0,2897.5
0.13329,0,2897.8
0.14048,0.0071429,2898.1
0.11811,0.0071429,2898.5
0.12518,0.0071429,2898.8
0.13853,0.0071429,2899.2
0.13684,0.0071429,2899.5
0.13699,0.0071429,2899.9
0.15551,0.0071429,2900.2
0.15199,0.0071429,2900.6
0.15862,0.0071429,2900.9
0.17702,0.0071429,2901.3
0.21033,0.0071429,2901.6
0.20343,0.0071429,2901.9
0.22606,0.0071429,2902.3
0.21761,0.0071429,2902.6
0.20193,0.0071429,2903
0.19284,0.0071429,2903.3
0.2026,0.0071429,2903.7
0.23798,0.0071429,2904
0.27018,0.0071429,2904.4
0.27636,0.0071429,2904.7
0.3143,0.0071429,2905
0.30749,0.0071429,2905.4
0.28502,0.0071429,2905.7
0.29042,0.0071429,2906.1
0.28372,0.0071429,2906.4
0.30304,0.0071429,2906.8
0.29723,0.0071429,2907.1
0.33589,0.0071429,2907.5
0.36401,0.0071429,2907.8
0.39326,0.0071429,2908.1
0.40762,0.0071429,2908.5
0.43664,0.0071429,2908.8
0.43004,0.0071429,2909.2
0.46756,0.0071429,2909.5
0.54659,0.0071429,2909.9
0.7487,0.0071429,2910.2
0.91794,0.0071429,2910.6
0.94115,0.0071429,2910.9
1,0.0071429,2911.2
0.95258,0.0071429,2911.6
0.89912,0.0071429,2911.9
0.8738,0.0071429,2912.3
0.83957,0.0071429,2912.6
0.842,0.0071429,2913
0.83409,0.0071429,2913.3
0.82247,0.0071429,2913.7
0.75988,0.0071429,2914
0.74018,0.0071429,2914.3
0.72662,0.0071429,2914.7
0.70023,0.0071429,2915
0.6955,0.0071429,2915.4
0.61166,0.0071429,2915.7
0.54219,0.0071429,2916.1
0.48514,0.0071429,2916.4
0.43038,0.0071429,2916.8
0.37925,0.0071429,2917.1
0.31385,0.0071429,2917.4
0.27618,0.0071429,2917.8
0.24709,0.0071429,2918.1
0.21439,0.0071429,2918.5
0.1989,0.0071429,2918.8
0.15734,0.0071429,2919.2
0.15223,0.0071429,2919.5
0.13375,0.0071429,2919.9
0.13378,0.0071429,2920.2
0.11403,0.0071429,2920.5
0.12163,0.0071429,2920.9
0.10251,0.0071429,2921.2
0.105,0.0071429,2921.6
0.093685,0.0071429,2921.9
0.10236,0.0071429,2922.3
0.10895,0.0071429,2922.6
0.12273,0.0071429,2923
0.11783,0.0071429,2923.3
0.13582,0.0071429,2923.7
0.13072,0.0071429,2924
0.1192,0.0071429,2924.3
0.11956,0.0071429,2924.7
0.11837,0.0071429,2925
0.10811,0.0071429,2925.4
0.15212,0.0071429,2925.7
0.17227,0.0071429,2926.1
0.18714,0.0071429,2926.4
